text,aspect,v,a,id,category,opinion,source
"thanks to its ssd , it boots windows 10 pretty fast , bloatware is kept to a minimum ( please uninstall norton before doing anything else .",windows 10,7.67,8.0,laptop_quad_train_224,OS#OPERATION_PERFORMANCE,pretty fast,eng_laptop_train_alltasks
": p ) , and the machine is definitely zippy .",machine,7.5,7.75,laptop_quad_train_225,LAPTOP#OPERATION_PERFORMANCE,definitely zippy,eng_laptop_train_alltasks
"oh , and the nvidia card is plenty capable for gaming at medium settings at least ( grid autosport fps avg is in the 80s / 90s or so )",nvidia card,6.75,6.88,laptop_quad_train_226,GRAPHICS#OPERATION_PERFORMANCE,capable,eng_laptop_train_alltasks
+ great and fast cpu and overall fast pc performance,cpu,7.5,7.75,laptop_quad_train_227,CPU#OPERATION_PERFORMANCE,great,eng_laptop_train_alltasks
+ great and fast cpu and overall fast pc performance,cpu,7.5,7.75,laptop_quad_train_227,CPU#OPERATION_PERFORMANCE,fast,eng_laptop_train_alltasks
+ great and fast cpu and overall fast pc performance,pc performance,7.5,7.75,laptop_quad_train_227,LAPTOP#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),hd screen,7.17,7.5,laptop_quad_train_228,DISPLAY#DESIGN_FEATURES,decent,eng_laptop_train_alltasks
+ decent full hd screen ( might be the ' crappiest ' thing on it and it is still good for the price ),NULL,7.17,7.33,laptop_quad_train_228,LAPTOP#PRICE,still good,eng_laptop_train_alltasks
- trackpad is too finicky and not my favorite,trackpad,3.33,6.0,laptop_quad_train_229,HARDWARE#USABILITY,too finicky,eng_laptop_train_alltasks
need to play with it a bit more .,NULL,5.0,5.0,laptop_quad_train_230,LAPTOP#GENERAL,NULL,eng_laptop_train_alltasks
"as of now , for $ 600 or less , this is a nice buy .",NULL,7.0,7.33,laptop_quad_train_231,LAPTOP#PRICE,nice,eng_laptop_train_alltasks
this laptop is the best for the price in my opinion .,laptop,7.25,7.38,laptop_quad_train_232,LAPTOP#GENERAL,best,eng_laptop_train_alltasks
this laptop is the best for the price in my opinion .,laptop,7.38,7.5,laptop_quad_train_232,LAPTOP#PRICE,best,eng_laptop_train_alltasks
"there are 2 pretty significant flaws in the design however , one i think might only be on my laptop .",laptop,4.88,5.38,laptop_quad_train_233,LAPTOP#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
- ips full hd screen .,hd screen,5.5,5.38,laptop_quad_train_234,DISPLAY#GENERAL,NULL,eng_laptop_train_alltasks
- pretty loud speakers .,speakers,6.5,6.38,laptop_quad_train_235,MULTIMEDIA_DEVICES#QUALITY,pretty loud,eng_laptop_train_alltasks
best pc bang for this level of buck .,pc bang,7.75,7.5,laptop_quad_train_236,LAPTOP#GENERAL,best,eng_laptop_train_alltasks
"i will update this post if anything changes from what i posted , after i get the correct memory installed .",memory,4.62,4.62,laptop_quad_train_237,MEMORY#GENERAL,NULL,eng_laptop_train_alltasks
i have been beyond pleased with this laptop purchase over the last 6 months of use .,laptop,7.5,7.67,laptop_quad_train_238,LAPTOP#GENERAL,pleased,eng_laptop_train_alltasks
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",machine,8.0,8.0,laptop_quad_train_239,LAPTOP#OPERATION_PERFORMANCE,great,eng_laptop_train_alltasks
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",laptop,8.0,8.5,laptop_quad_train_239,LAPTOP#OPERATION_PERFORMANCE,phenomenally,eng_laptop_train_alltasks
"i highly recommend this laptop for anyone looking for a great performing machine with an outstanding price ( just to be clear , it won ' t be running the newest high - end games on ultra - high graphics settings , but it still performs phenomenally for its price range and usage category ) .",machine,8.0,8.5,laptop_quad_train_239,LAPTOP#PRICE,outstanding,eng_laptop_train_alltasks
"this laptop has been my traveling partner as i ' ve been traveling for 4 months , and i ' ve been extremely happy with the battery life , performance , and form of this machine .",performance,7.83,8.0,laptop_quad_train_240,LAPTOP#DESIGN_FEATURES,extremely happy,eng_laptop_train_alltasks
"this laptop has been my traveling partner as i ' ve been traveling for 4 months , and i ' ve been extremely happy with the battery life , performance , and form of this machine .",battery life,7.83,8.0,laptop_quad_train_240,BATTERY#GENERAL,extremely happy,eng_laptop_train_alltasks
"it is also amazingly quiet : the ssd doesn ' t make any noise , and the fan only spins up if i am doing something intensive like playing games or running a heafty program - just browsing or watching videos / basic office work will not make this computer more than whisper .",ssd,7.88,8.25,laptop_quad_train_241,HARDWARE#OPERATION_PERFORMANCE,amazingly,eng_laptop_train_alltasks
"so again , the battery is surprisingly great .",battery,7.62,7.5,laptop_quad_train_242,BATTERY#GENERAL,surprisingly great,eng_laptop_train_alltasks
"the keyboard was a bonus for me : i really like having the number pad for when working with spreadsheets and such , and this size laptop doesn ' t always have one .",number pad,6.88,6.88,laptop_quad_train_243,KEYBOARD#USABILITY,really like,eng_laptop_train_alltasks
"additionally , this has a nice backlight to the keyboard , which will turn off when nothing has been pressed for about 20 seconds ( great for when just watching or reading something ) or can be manually turned off entirely .",keyboard,7.67,7.67,laptop_quad_train_244,KEYBOARD#USABILITY,nice,eng_laptop_train_alltasks
"additionally , this has a nice backlight to the keyboard , which will turn off when nothing has been pressed for about 20 seconds ( great for when just watching or reading something ) or can be manually turned off entirely .",keyboard,7.5,7.67,laptop_quad_train_244,KEYBOARD#USABILITY,great,eng_laptop_train_alltasks
"in addition , you are gifted with an sd card reader and an optical drive which can read and write cds and dvds ( which i can ' t say i ' ve used other than testing that it worked , but i do remember how hazardous it is to suddenly need something like that and not have it available ) .",optical drive,6.88,6.62,laptop_quad_train_245,OPTICALDRIVES#OPERATIONPERFORMANCE,NULL,eng_laptop_train_alltasks
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",case,5.38,5.25,laptop_quad_train_246,LAPTOP#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
"- though the case is plastic , the keyboard area itself has a cold metallic feel .",keyboard area,5.38,5.25,laptop_quad_train_246,KEYBOARD#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
- the battery life is at least 8 hours .,battery life,5.33,5.17,laptop_quad_train_247,BATTERY#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
"- the keys , often described as mushy , still have a decent click and distance to them .",keys,6.83,7.0,laptop_quad_train_248,KEYBOARD#DESIGN_FEATURES,decent,eng_laptop_train_alltasks
- the backlit keyboard looks nice .,backlit keyboard,6.62,6.88,laptop_quad_train_249,KEYBOARD#DESIGN_FEATURES,nice,eng_laptop_train_alltasks
- i swear my screen periodically changes brightness but i can ' t tell if this is my imagination or not .,screen,4.38,5.0,laptop_quad_train_250,DISPLAY#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
- the webcam sucks but i don ' t care about that .,webcam,4.0,5.75,laptop_quad_train_251,MULTIMEDIADEVICES#OPERATIONPERFORMANCE,sucks,eng_laptop_train_alltasks
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",hdd,7.5,7.33,laptop_quad_train_252,HARDWARE#USABILITY,easily upgradeable,eng_laptop_train_alltasks
"- easily upgradeable hdd ( it comes with a 512 ssd , which is fine for now , but is easily changed out )",512 ssd,6.67,6.83,laptop_quad_train_252,HARDWARE#USABILITY,fine,eng_laptop_train_alltasks
- windows 10 ( do i really need to list the drawbacks of 10 ?,windows 10,4.5,5.25,laptop_quad_train_253,OS#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
"the e15 has a bright , 1080p screen - text is extremely sharp .",screen,7.75,8.0,laptop_quad_train_254,DISPLAY#DESIGN_FEATURES,bright,eng_laptop_train_alltasks
"the e15 has a bright , 1080p screen - text is extremely sharp .",screen,7.5,7.75,laptop_quad_train_254,DISPLAY#DESIGN_FEATURES,extremely sharp,eng_laptop_train_alltasks
i also really like the finish on the case .,case,7.5,7.5,laptop_quad_train_255,HARDWARE#DESIGN_FEATURES,really like,eng_laptop_train_alltasks
"i wish the power cord were longer , but that ' s minor .",power cord,4.38,5.25,laptop_quad_train_256,POWERSUPPLY#DESIGNFEATURES,NULL,eng_laptop_train_alltasks
"all in all , i ' m really glad i got this machine .",machine,7.25,7.25,laptop_quad_train_257,LAPTOP#DESIGN_FEATURES,really glad,eng_laptop_train_alltasks
it has served me very well ever since .,NULL,6.75,6.88,laptop_quad_train_258,LAPTOP#OPERATION_PERFORMANCE,very well,eng_laptop_train_alltasks
so kudos to acer for the keyboard !,keyboard,6.88,6.5,laptop_quad_train_259,KEYBOARD#GENERAL,so kudos,eng_laptop_train_alltasks
so kudos to acer for the keyboard !,acer,6.88,6.5,laptop_quad_train_259,LAPTOP#GENERAL,so kudos,eng_laptop_train_alltasks
this laptop has an amazing price for the hardware it offers .,laptop,7.88,8.12,laptop_quad_train_260,LAPTOP#PRICE,amazing,eng_laptop_train_alltasks
this laptop has an amazing price for the hardware it offers .,hardware,8.0,8.25,laptop_quad_train_260,HARDWARE#PRICE,amazing,eng_laptop_train_alltasks
multiple ports for anything you need .,ports,6.6,6.4,laptop_quad_train_261,PORTS#GENERAL,NULL,eng_laptop_train_alltasks
decent sized track pad .,track pad,6.25,6.25,laptop_quad_train_262,HARDWARE#DESIGN_FEATURES,decent,eng_laptop_train_alltasks
screen is ips .,screen,5.9,6.0,laptop_quad_train_263,DISPLAY#GENERAL,NULL,eng_laptop_train_alltasks
i figured out the day i got this laptop why the company was able to keep the price of this laptop even with the great hardware inside .,NULL,5.0,5.0,laptop_quad_train_264,LAPTOP#PRICE,NULL,eng_laptop_train_alltasks
it cost 8 dollars and shipping is not cheap .,shipping,4.25,5.5,laptop_quad_train_265,SHIPPING#PRICE,not cheap,eng_laptop_train_alltasks
taking off the entire back of the laptop is very difficult .,laptop,3.0,7.5,laptop_quad_train_266,HARDWARE#DESIGN_FEATURES,very difficult,eng_laptop_train_alltasks
overall the laptop is great for its price .,laptop,7.5,7.5,laptop_quad_train_267,LAPTOP#PRICE,great,eng_laptop_train_alltasks
i should also mention that i got this laptop when it was 100 dollars off .,laptop,5.12,5.12,laptop_quad_train_268,LAPTOP#PRICE,NULL,eng_laptop_train_alltasks
great laptop for expansion and upgrade .,laptop,7.67,7.17,laptop_quad_train_269,LAPTOP#DESIGN_FEATURES,great,eng_laptop_train_alltasks
all in all it is a great machine .,machine,7.75,7.88,laptop_quad_train_270,LAPTOP#GENERAL,great,eng_laptop_train_alltasks
best laptop i ' ve ever owned .,laptop,7.62,7.5,laptop_quad_train_271,LAPTOP#GENERAL,best,eng_laptop_train_alltasks
this computer lives up to its expectations .,computer,6.3,6.4,laptop_quad_train_272,LAPTOP#GENERAL,NULL,eng_laptop_train_alltasks
"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me .",sound quality,6.12,6.0,laptop_quad_train_273,MULTIMEDIA_DEVICES#QUALITY,ok,eng_laptop_train_alltasks
"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me .",sound quality,5.62,6.0,laptop_quad_train_273,MULTIMEDIA_DEVICES#QUALITY,' t that loud,eng_laptop_train_alltasks
"from the moment i opened it , i was thoroughly pleased .",NULL,7.7,7.5,laptop_quad_train_274,LAPTOP#GENERAL,pleased,eng_laptop_train_alltasks
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,NULL,6.83,6.67,laptop_quad_train_275,LAPTOP#OPERATION_PERFORMANCE,fast,eng_laptop_train_alltasks
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,NULL,6.67,6.67,laptop_quad_train_275,LAPTOP#OPERATION_PERFORMANCE,surprisingly smoothly,eng_laptop_train_alltasks
it ' s lightning fast and handles games like skyrim and the witcher 3 surprisingly smoothly for the price i paid .,NULL,5.5,5.33,laptop_quad_train_275,LAPTOP#PRICE,NULL,eng_laptop_train_alltasks
superb value for money and powerful performance from this quad core computer .,quad core computer,7.5,7.17,laptop_quad_train_276,LAPTOP#OPERATION_PERFORMANCE,powerful,eng_laptop_train_alltasks
superb value for money and powerful performance from this quad core computer .,quad core computer,7.67,7.33,laptop_quad_train_276,LAPTOP#PRICE,superb,eng_laptop_train_alltasks
it has and does everything it should .,NULL,5.67,5.5,laptop_quad_train_277,LAPTOP#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
"screen is bright , doesn ' t feel heavy .",screen,7.33,7.5,laptop_quad_train_278,DISPLAY#DESIGN_FEATURES,bright,eng_laptop_train_alltasks
"screen is bright , doesn ' t feel heavy .",screen,7.17,7.33,laptop_quad_train_278,DISPLAY#DESIGN_FEATURES,' t feel heavy,eng_laptop_train_alltasks
"i ' m not a power user , so it is perfect for my needs .",NULL,7.5,7.75,laptop_quad_train_279,BATTERY#OPERATION_PERFORMANCE,perfect,eng_laptop_train_alltasks
keys type nicely .,keys,6.88,6.88,laptop_quad_train_280,KEYBOARD#OPERATION_PERFORMANCE,nicely,eng_laptop_train_alltasks
"only wish the power button was somewhere else , its too easy to hit accidentally .",power button,5.0,5.0,laptop_quad_train_281,BATTERY#DESIGN_FEATURES,NULL,eng_laptop_train_alltasks
this laptop has handled everything i have thrown at it .,laptop,5.5,5.38,laptop_quad_train_282,LAPTOP#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
the screen looks good despite some other reviews .,screen,7.25,7.38,laptop_quad_train_283,DISPLAY#GENERAL,good,eng_laptop_train_alltasks
my cpu also runs over 3ghz most of the time with no heating issues either .,cpu,5.75,5.5,laptop_quad_train_284,CPU#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
after running good for the initial 25 first days it won ' t power on .,NULL,4.25,5.5,laptop_quad_train_285,LAPTOP#OPERATION_PERFORMANCE,NULL,eng_laptop_train_alltasks
i still find the one piece touch pads unreliable to use even after all the tweaking .,touch pads,2.25,7.75,laptop_quad_train_286,HARDWARE#OPERATION_PERFORMANCE,unreliable,eng_laptop_train_alltasks
"my first time with a solid state drive , very nice quick and quiet .",solid state drive,6.38,6.25,laptop_quad_train_287,HARDDISK#OPERATIONPERFORMANCE,very nice,eng_laptop_train_alltasks
"my first time with a solid state drive , very nice quick and quiet .",solid state drive,6.5,6.38,laptop_quad_train_287,HARDDISK#OPERATIONPERFORMANCE,quiet,eng_laptop_train_alltasks
i will painfully learn the new pads .,pads,3.88,5.62,laptop_quad_train_288,HARDWARE#USABILITY,painfully,eng_laptop_train_alltasks
this is a light - use business laptop that we ' ve had for a month .,laptop,6.88,6.88,laptop_quad_train_289,LAPTOP#PORTABILITY,light - use,eng_laptop_train_alltasks
